pair,n,mae,max_abs,bias,loa_lo,loa_hi
S1-S2,107,0.27279673527738113,1.1979991901693836,-0.06850602704125659,-0.7438335857333798,0.6068215316508665
S1-S3,107,0.3407272997984114,1.2183840086167663,-0.12150641848914626,-0.899814447521527,0.6568016105432345
S2-S3,107,0.2651978154153262,0.8698793270148144,-0.05300039144788966,-0.6933546709517686,0.5873538880559892
