epoch,train_loss,ang_train,ang_val,val_loss,val_mse,PCK@0.005,PCK@0.01,PCK@0.02,PCK@0.05
340,0.000384,0.522,1.142,0.000418,19.55,60.0,91.7,100.0,100.0
341,0.000377,0.55,0.975,0.000425,18.07,55.0,95.0,100.0,100.0
342,0.000373,0.456,0.908,0.000403,20.35,45.0,98.3,100.0,100.0
343,0.000369,0.558,1.155,0.000395,14.96,63.3,98.3,100.0,100.0
344,0.000364,0.404,1.063,0.00043,26.29,43.3,91.7,100.0,100.0
345,0.000361,0.467,0.888,0.000408,14.47,61.7,96.7,100.0,100.0
346,0.000356,0.42,0.985,0.000388,14.07,66.7,98.3,100.0,100.0
347,0.000355,0.435,0.735,0.0004,18.9,53.3,95.0,100.0,100.0
348,0.000352,0.534,1.019,0.00039,16.92,56.7,95.0,100.0,100.0
349,0.000346,0.416,1.002,0.000398,25.09,45.0,90.0,100.0,100.0
350,0.000344,0.465,1.254,0.000382,17.06,58.3,96.7,100.0,100.0
351,0.000338,0.42,0.909,0.000388,16.71,56.7,95.0,100.0,100.0
352,0.000337,0.45,1.367,0.000409,25.94,41.7,90.0,100.0,100.0
353,0.000341,0.504,1.138,0.000374,16.79,55.0,96.7,100.0,100.0
354,0.000331,0.458,0.946,0.000376,16.58,60.0,95.0,100.0,100.0
355,0.000327,0.517,0.84,0.000355,18.32,63.3,90.0,100.0,100.0
356,0.000323,0.392,0.949,0.000358,15.01,60.0,96.7,100.0,100.0
357,0.00032,0.394,1.158,0.000353,15.07,68.3,95.0,100.0,100.0
358,0.000317,0.459,1.099,0.000345,16.83,58.3,96.7,100.0,100.0
359,0.000313,0.461,0.895,0.000346,14.97,63.3,98.3,100.0,100.0
360,0.00031,0.386,0.974,0.000344,15.99,55.0,96.7,100.0,100.0
361,0.000308,0.422,0.769,0.00034,14.88,58.3,98.3,100.0,100.0
362,0.000311,0.496,1.159,0.00039,23.59,45.0,95.0,100.0,100.0
363,0.000305,0.387,1.236,0.000355,16.57,55.0,98.3,100.0,100.0
364,0.000304,0.462,1.392,0.000334,15.54,58.3,96.7,100.0,100.0
365,0.0003,0.433,1.089,0.000363,25.51,45.0,88.3,100.0,100.0
366,0.000299,0.366,1.031,0.000323,14.67,65.0,96.7,100.0,100.0
367,0.000295,0.382,1.32,0.000321,17.11,50.0,96.7,100.0,100.0
368,0.000289,0.439,0.886,0.000319,13.85,60.0,98.3,100.0,100.0
369,0.000285,0.407,0.728,0.000309,13.57,65.0,96.7,100.0,100.0
370,0.000283,0.404,0.838,0.000307,14.57,63.3,96.7,100.0,100.0
371,0.000279,0.405,1.124,0.000307,14.13,63.3,100.0,100.0,100.0
372,0.000278,0.419,0.925,0.000303,13.48,58.3,100.0,100.0,100.0
373,0.000276,0.401,0.941,0.000305,16.01,51.7,100.0,100.0,100.0
374,0.000272,0.342,1.495,0.000304,17.11,53.3,98.3,100.0,100.0
375,0.00027,0.392,1.21,0.000303,15.09,56.7,98.3,100.0,100.0
376,0.000269,0.365,1.23,0.000297,14.42,55.0,100.0,100.0,100.0
377,0.000265,0.426,1.093,0.000291,14.79,61.7,98.3,100.0,100.0
378,0.000262,0.334,0.905,0.000289,15.36,53.3,100.0,100.0,100.0
379,0.000261,0.451,0.959,0.000293,14.29,60.0,98.3,100.0,100.0
380,0.000258,0.363,1.054,0.000289,15.66,56.7,96.7,100.0,100.0
381,0.000256,0.364,1.172,0.000293,19.06,55.0,95.0,100.0,100.0
382,0.000254,0.343,0.956,0.000279,14.33,60.0,98.3,100.0,100.0
383,0.000251,0.327,1.201,0.000285,13.94,63.3,98.3,100.0,100.0
384,0.000249,0.358,1.053,0.000281,15.11,58.3,98.3,100.0,100.0
385,0.000247,0.329,1.206,0.000275,15.56,58.3,98.3,100.0,100.0
386,0.000244,0.371,1.349,0.000275,17.24,53.3,95.0,100.0,100.0
387,0.000246,0.369,1.057,0.000282,18.11,60.0,93.3,100.0,100.0
388,0.000242,0.378,0.977,0.000269,17.98,51.7,96.7,100.0,100.0
389,0.000239,0.355,0.719,0.000263,14.88,61.7,96.7,100.0,100.0
390,0.000236,0.417,1.017,0.000264,12.92,68.3,96.7,100.0,100.0
391,0.000233,0.372,1.352,0.000257,14.42,61.7,96.7,100.0,100.0
392,0.000232,0.298,0.951,0.000257,13.83,63.3,96.7,100.0,100.0
393,0.000228,0.35,1.06,0.000257,16.4,60.0,95.0,100.0,100.0
394,0.000228,0.338,0.808,0.00025,11.66,71.7,98.3,100.0,100.0
395,0.000225,0.335,1.052,0.000248,15.11,60.0,96.7,100.0,100.0
396,0.000221,0.33,1.023,0.000248,14.11,65.0,98.3,100.0,100.0
397,0.00022,0.368,1.223,0.000246,13.37,70.0,95.0,100.0,100.0
398,0.000216,0.345,0.872,0.000244,13.78,58.3,96.7,100.0,100.0
399,0.000213,0.37,0.859,0.000238,13.55,60.0,98.3,100.0,100.0
400,0.000208,0.388,1.036,0.000236,15.18,55.0,96.7,100.0,100.0
401,0.000205,0.408,1.068,0.000236,15.24,56.7,98.3,100.0,100.0
402,0.000201,0.354,1.152,0.000241,16.8,56.7,96.7,100.0,100.0
403,0.000199,0.393,0.94,0.000228,14.17,60.0,100.0,100.0,100.0
404,0.000192,0.361,1.188,0.00022,13.49,65.0,100.0,100.0,100.0
405,0.000187,0.36,0.858,0.000214,11.24,68.3,100.0,100.0,100.0
406,0.000185,0.385,1.097,0.000209,13.43,61.7,100.0,100.0,100.0
407,0.000183,0.408,1.355,0.000223,18.02,56.7,95.0,100.0,100.0
408,0.000178,0.402,1.144,0.000207,13.71,70.0,96.7,100.0,100.0
409,0.000176,0.353,1.257,0.000195,12.42,70.0,100.0,100.0,100.0
410,0.000172,0.388,1.11,0.000194,14.06,60.0,98.3,100.0,100.0
411,0.000167,0.365,0.958,0.000193,14.46,61.7,98.3,100.0,100.0
412,0.000165,0.367,1.029,0.000183,11.23,73.3,98.3,100.0,100.0
413,0.000162,0.385,1.078,0.00019,14.35,66.7,96.7,100.0,100.0
414,0.000159,0.329,1.28,0.000183,14.0,68.3,96.7,100.0,100.0
415,0.000156,0.326,1.165,0.000192,16.17,61.7,96.7,100.0,100.0
416,0.000154,0.33,1.409,0.000176,14.63,65.0,96.7,100.0,100.0
417,0.000153,0.352,0.696,0.000176,11.74,73.3,98.3,100.0,100.0
418,0.00015,0.343,0.753,0.000176,12.08,68.3,98.3,100.0,100.0
419,0.00015,0.392,1.184,0.000179,11.74,68.3,98.3,100.0,100.0
420,0.000147,0.334,1.107,0.000177,14.86,71.7,96.7,100.0,100.0
421,0.000149,0.761,1.286,0.00017,15.54,56.7,98.3,100.0,100.0
422,0.000146,0.425,1.338,0.000168,13.54,65.0,96.7,100.0,100.0
423,0.000143,0.357,1.151,0.000173,12.62,71.7,98.3,100.0,100.0
424,0.000142,0.417,1.126,0.000165,15.01,63.3,98.3,100.0,100.0
425,0.00014,0.396,1.055,0.000159,13.29,60.0,98.3,100.0,100.0
426,0.000137,0.33,0.95,0.00016,14.22,63.3,98.3,100.0,100.0
427,0.000136,0.305,0.954,0.000158,12.48,66.7,98.3,100.0,100.0
428,0.000135,0.335,1.065,0.000153,11.52,70.0,98.3,100.0,100.0
429,0.000134,0.353,1.074,0.000157,13.69,61.7,98.3,100.0,100.0
430,0.000131,0.329,1.156,0.000153,13.15,60.0,100.0,100.0,100.0
431,0.000132,0.328,1.025,0.000152,12.01,68.3,98.3,100.0,100.0
432,0.00013,0.332,0.864,0.00015,11.24,70.0,98.3,100.0,100.0
433,0.000129,0.365,1.034,0.000152,13.27,68.3,96.7,100.0,100.0
434,0.000128,0.319,0.87,0.000145,9.23,75.0,100.0,100.0,100.0
435,0.000126,0.315,0.986,0.000151,13.08,71.7,98.3,100.0,100.0
436,0.000125,0.323,0.782,0.000144,12.17,68.3,98.3,100.0,100.0
437,0.000124,0.318,0.733,0.000143,10.96,73.3,98.3,100.0,100.0
438,0.000125,0.32,11.835,0.000189,1735.35,66.7,95.0,96.7,96.7
439,0.000126,0.383,10.201,0.000244,1935.42,45.0,90.0,98.3,98.3
440,0.000127,0.436,0.922,0.000143,10.83,73.3,100.0,100.0,100.0
441,0.000126,0.371,1.061,0.000149,12.92,65.0,98.3,100.0,100.0
442,0.000123,0.353,0.67,0.000148,12.77,63.3,98.3,100.0,100.0
443,0.00012,0.317,0.886,0.000141,11.77,71.7,98.3,100.0,100.0
444,0.00012,0.347,1.094,0.00014,11.83,70.0,98.3,100.0,100.0
445,0.000118,0.352,0.741,0.000139,11.82,73.3,98.3,100.0,100.0
446,0.000116,0.322,1.001,0.000143,12.07,66.7,98.3,100.0,100.0
447,0.000118,0.366,1.095,0.000143,11.28,61.7,100.0,100.0,100.0
448,0.000115,0.351,0.828,0.000137,10.97,73.3,98.3,100.0,100.0
449,0.000116,0.383,1.153,0.000138,11.92,70.0,98.3,100.0,100.0
450,0.000113,0.314,0.852,0.000141,12.79,70.0,96.7,100.0,100.0
451,0.000114,0.385,0.912,0.000135,11.37,71.7,98.3,100.0,100.0
452,0.000111,0.259,0.823,0.000133,10.52,73.3,98.3,100.0,100.0
453,0.000112,0.395,0.973,0.000128,10.44,75.0,100.0,100.0,100.0
454,0.000111,0.303,1.082,0.000132,12.78,63.3,98.3,100.0,100.0
455,0.00011,0.347,0.909,0.000127,10.6,71.7,98.3,100.0,100.0
456,0.000109,0.352,1.037,0.000131,12.12,71.7,96.7,100.0,100.0
457,0.00011,0.343,0.939,0.000132,12.44,65.0,100.0,100.0,100.0
458,0.000108,0.313,0.904,0.000124,12.89,65.0,96.7,100.0,100.0
459,0.000107,0.343,1.328,0.000125,12.97,66.7,98.3,100.0,100.0
460,0.000105,0.317,0.945,0.000124,11.78,61.7,100.0,100.0,100.0
461,0.000106,0.317,0.944,0.000127,11.97,65.0,100.0,100.0,100.0
462,0.000105,0.363,0.895,0.000125,12.44,70.0,96.7,100.0,100.0
463,0.000106,0.312,0.835,0.000147,15.82,68.3,96.7,100.0,100.0
464,0.000105,0.346,0.944,0.000128,10.84,73.3,98.3,100.0,100.0
465,0.000105,0.334,1.052,0.000179,24.68,56.7,91.7,98.3,100.0
466,0.000105,0.364,0.935,0.00013,11.39,71.7,98.3,100.0,100.0
467,0.000106,0.403,22.367,0.000267,4501.83,60.0,85.0,91.7,91.7
468,0.000105,0.366,0.745,0.000191,29.21,45.0,88.3,100.0,100.0
469,0.000106,0.393,0.846,0.000165,11.57,68.3,100.0,100.0,100.0
470,0.0001,0.368,0.89,0.000119,10.63,71.7,100.0,100.0,100.0
471,0.0001,0.355,0.957,0.00012,11.46,71.7,98.3,100.0,100.0
472,9.8e-05,0.328,0.862,0.000118,10.61,75.0,100.0,100.0,100.0
473,9.6e-05,0.332,0.793,0.00012,11.35,70.0,98.3,100.0,100.0
474,9.5e-05,0.287,0.827,0.000115,12.42,70.0,98.3,100.0,100.0
475,9.4e-05,0.287,1.252,0.000112,12.07,70.0,98.3,100.0,100.0
476,9.3e-05,0.275,1.057,0.000113,10.58,73.3,98.3,100.0,100.0
477,9.4e-05,0.359,0.983,0.000113,12.62,65.0,98.3,100.0,100.0
478,9.3e-05,0.305,0.97,0.000111,9.75,78.3,98.3,100.0,100.0
479,9.3e-05,0.329,0.562,0.000113,9.43,80.0,98.3,100.0,100.0
480,9.2e-05,0.302,1.104,0.000113,11.01,75.0,98.3,100.0,100.0
481,9.2e-05,0.294,0.891,0.00011,9.89,80.0,98.3,100.0,100.0
482,9e-05,0.28,0.997,0.000107,9.68,81.7,98.3,100.0,100.0
483,8.9e-05,0.265,1.145,0.000109,9.61,81.7,98.3,100.0,100.0
484,9e-05,0.321,1.084,0.000107,10.82,76.7,98.3,100.0,100.0
485,8.9e-05,0.34,0.781,0.000107,10.27,73.3,100.0,100.0,100.0
486,8.8e-05,0.322,0.891,0.000105,9.85,76.7,98.3,100.0,100.0
487,8.7e-05,0.301,0.786,0.000111,11.41,75.0,98.3,100.0,100.0
488,8.6e-05,0.275,1.089,0.000107,12.23,70.0,98.3,100.0,100.0
489,8.6e-05,0.283,1.136,0.000107,12.32,70.0,98.3,100.0,100.0
490,8.6e-05,0.283,0.788,0.000106,12.17,70.0,98.3,100.0,100.0
491,8.6e-05,0.357,0.887,0.000104,10.39,71.7,100.0,100.0,100.0
492,8.4e-05,0.272,1.102,0.000105,10.08,80.0,98.3,100.0,100.0
493,8.4e-05,0.286,0.825,0.000104,9.9,80.0,98.3,100.0,100.0
494,8.4e-05,0.269,0.897,0.000104,11.2,76.7,98.3,100.0,100.0
495,8.3e-05,0.272,0.673,0.000103,10.99,75.0,98.3,100.0,100.0
496,8.2e-05,0.275,0.936,0.000107,12.44,68.3,98.3,100.0,100.0
497,8.2e-05,0.277,0.92,0.000105,11.13,71.7,98.3,100.0,100.0
498,8.1e-05,0.335,0.945,0.000102,9.98,80.0,98.3,100.0,100.0
499,8.1e-05,0.292,0.97,0.0001,9.39,80.0,98.3,100.0,100.0
500,7.9e-05,0.276,1.034,9.9e-05,9.66,78.3,100.0,100.0,100.0
501,8.1e-05,0.315,1.021,0.000103,11.37,71.7,100.0,100.0,100.0
502,8e-05,0.32,1.007,0.000104,11.49,73.3,98.3,100.0,100.0
503,8.1e-05,0.333,0.908,9.8e-05,9.85,78.3,100.0,100.0,100.0
504,8e-05,0.266,0.771,9.9e-05,10.59,81.7,98.3,100.0,100.0
505,7.8e-05,0.28,1.228,9.8e-05,10.89,76.7,98.3,100.0,100.0
506,7.7e-05,0.253,0.868,9.4e-05,9.58,78.3,100.0,100.0,100.0
507,7.7e-05,0.274,1.129,0.0001,10.36,78.3,98.3,100.0,100.0
508,7.7e-05,0.305,0.793,9.6e-05,9.29,81.7,98.3,100.0,100.0
509,7.8e-05,0.329,0.904,0.000105,9.12,78.3,100.0,100.0,100.0
510,7.7e-05,0.334,1.202,9.7e-05,10.23,78.3,100.0,100.0,100.0
511,8e-05,0.53,0.986,0.000116,13.34,70.0,96.7,100.0,100.0
512,7.5e-05,0.342,1.009,9.5e-05,9.66,80.0,98.3,100.0,100.0
513,7.6e-05,0.339,0.672,9.5e-05,11.1,76.7,98.3,100.0,100.0
514,7.4e-05,0.321,1.011,0.0001,9.86,78.3,100.0,100.0,100.0
515,7.3e-05,0.293,0.862,9.7e-05,9.58,83.3,98.3,100.0,100.0
516,7.3e-05,0.251,1.12,9.3e-05,10.85,70.0,98.3,100.0,100.0
517,7.3e-05,0.323,1.219,8.9e-05,9.24,80.0,98.3,100.0,100.0
518,7.3e-05,0.299,0.959,9e-05,10.65,76.7,100.0,100.0,100.0
519,7.2e-05,0.356,0.896,9.3e-05,10.17,78.3,98.3,100.0,100.0
520,7.2e-05,0.326,0.909,9.1e-05,11.09,73.3,98.3,100.0,100.0
521,7.3e-05,0.309,0.807,0.000102,12.14,73.3,96.7,100.0,100.0
522,7.4e-05,0.897,4.2,0.000174,809.19,53.3,91.7,96.7,96.7
523,7.3e-05,0.396,0.932,9.6e-05,10.56,71.7,100.0,100.0,100.0
524,7.3e-05,0.392,0.827,0.000103,11.37,76.7,98.3,100.0,100.0
525,7.2e-05,0.313,1.046,0.000101,13.53,65.0,98.3,100.0,100.0
526,7.6e-05,0.333,1.676,0.000207,611.2,58.3,90.0,98.3,98.3
527,7.4e-05,0.442,3.303,0.000144,328.06,63.3,93.3,96.7,96.7
528,7.3e-05,0.374,0.657,0.0001,13.28,75.0,98.3,100.0,100.0
529,7.1e-05,0.405,0.737,9.9e-05,12.8,73.3,96.7,100.0,100.0
530,7.1e-05,0.277,1.052,9.6e-05,12.05,75.0,98.3,100.0,100.0
531,7.2e-05,0.363,9.433,0.000178,1795.04,53.3,96.7,98.3,98.3
532,7.1e-05,0.343,0.969,9.8e-05,13.68,70.0,96.7,100.0,100.0
533,6.9e-05,0.35,1.053,9e-05,11.84,75.0,98.3,100.0,100.0
534,6.8e-05,0.33,0.78,8.8e-05,12.17,70.0,96.7,100.0,100.0
535,6.7e-05,0.334,0.908,8.8e-05,12.36,68.3,98.3,100.0,100.0
536,6.6e-05,0.286,0.906,8.9e-05,11.06,78.3,96.7,100.0,100.0
537,6.5e-05,0.314,0.737,8.6e-05,10.78,73.3,98.3,100.0,100.0
538,6.4e-05,0.28,0.762,8.5e-05,9.37,83.3,98.3,100.0,100.0
539,6.5e-05,0.308,0.846,8.7e-05,9.36,83.3,98.3,100.0,100.0
540,6.5e-05,0.321,1.072,9.6e-05,12.54,68.3,98.3,100.0,100.0
541,6.4e-05,0.325,0.62,8.5e-05,9.66,76.7,100.0,100.0,100.0
542,6.3e-05,0.264,0.911,8.1e-05,10.37,78.3,98.3,100.0,100.0
543,6.3e-05,0.291,0.863,8.5e-05,12.14,76.7,96.7,100.0,100.0
544,6.3e-05,0.33,0.86,9.6e-05,13.92,73.3,96.7,100.0,100.0
545,6.3e-05,0.303,0.811,8e-05,10.1,78.3,98.3,100.0,100.0
546,6.1e-05,0.282,0.935,8.3e-05,9.77,76.7,100.0,100.0,100.0
547,6e-05,0.303,0.63,8.1e-05,9.94,75.0,100.0,100.0,100.0
548,6.1e-05,0.318,1.029,8.6e-05,11.5,70.0,98.3,100.0,100.0
549,6.1e-05,0.303,0.808,8.1e-05,9.75,80.0,98.3,100.0,100.0
550,6.1e-05,0.294,1.061,8.2e-05,10.66,73.3,100.0,100.0,100.0
551,6e-05,0.284,0.946,8.2e-05,10.74,78.3,96.7,100.0,100.0
552,5.9e-05,0.287,0.704,7.9e-05,8.69,81.7,100.0,100.0,100.0
553,5.8e-05,0.29,0.708,8e-05,10.04,80.0,98.3,100.0,100.0
554,5.8e-05,0.326,0.917,8.1e-05,9.67,80.0,98.3,100.0,100.0
555,5.7e-05,0.247,0.97,7.9e-05,9.91,76.7,98.3,100.0,100.0
556,5.7e-05,0.343,1.098,7.8e-05,10.04,73.3,100.0,100.0,100.0
557,5.7e-05,0.311,1.025,7.9e-05,9.0,80.0,98.3,100.0,100.0
558,5.7e-05,0.273,0.926,7.9e-05,9.4,81.7,98.3,100.0,100.0
559,5.8e-05,0.271,0.828,0.000131,225.8,63.3,91.7,98.3,98.3
560,6.5e-05,0.332,25.734,0.000373,18651.76,46.7,76.7,83.3,83.3
561,6.4e-05,0.4,0.98,8.6e-05,14.61,68.3,96.7,100.0,100.0
562,6.3e-05,0.449,0.842,7.9e-05,10.59,83.3,98.3,100.0,100.0
563,6.1e-05,0.405,0.835,8.1e-05,13.68,70.0,96.7,100.0,100.0
564,5.7e-05,0.339,0.907,7.6e-05,10.9,78.3,98.3,100.0,100.0
565,5.7e-05,0.313,0.874,7.5e-05,9.03,80.0,98.3,100.0,100.0
566,5.6e-05,0.348,0.877,7.9e-05,10.39,78.3,98.3,100.0,100.0
567,5.7e-05,0.357,29.718,0.000351,10367.55,38.3,71.7,80.0,81.7
568,5.7e-05,0.361,0.852,7.9e-05,9.83,78.3,98.3,100.0,100.0
569,5.5e-05,0.377,0.676,6.9e-05,9.99,76.7,100.0,100.0,100.0
570,5.5e-05,0.309,0.96,7.4e-05,11.8,70.0,98.3,100.0,100.0
571,5.3e-05,0.294,0.729,7.2e-05,9.75,76.7,98.3,100.0,100.0
572,5.3e-05,0.293,0.959,6.9e-05,9.58,80.0,98.3,100.0,100.0
573,5.3e-05,0.333,1.12,7.6e-05,12.35,70.0,96.7,100.0,100.0
574,5.3e-05,0.309,0.731,7.3e-05,9.69,76.7,100.0,100.0,100.0
575,5.3e-05,0.28,0.812,7.2e-05,11.12,76.7,96.7,100.0,100.0
576,5.2e-05,0.293,0.74,7e-05,8.33,85.0,98.3,100.0,100.0
577,5.2e-05,0.318,0.962,6.9e-05,9.15,81.7,98.3,100.0,100.0
578,5.1e-05,0.32,0.88,7.3e-05,10.3,80.0,98.3,100.0,100.0
579,5e-05,0.256,0.936,7.1e-05,11.99,71.7,98.3,100.0,100.0
580,5e-05,0.277,1.027,7.2e-05,10.62,78.3,96.7,100.0,100.0
581,5e-05,0.294,0.807,6.8e-05,9.08,83.3,98.3,100.0,100.0
582,4.9e-05,0.299,0.809,6.9e-05,9.1,83.3,98.3,100.0,100.0
583,4.8e-05,0.31,0.864,6.7e-05,9.5,80.0,98.3,100.0,100.0
584,4.9e-05,0.258,1.065,6.7e-05,10.04,75.0,98.3,100.0,100.0
585,4.8e-05,0.301,0.948,6.9e-05,10.3,76.7,98.3,100.0,100.0
586,4.8e-05,0.302,0.781,6.8e-05,11.34,71.7,98.3,100.0,100.0
587,4.8e-05,0.337,0.791,6.9e-05,10.61,71.7,98.3,100.0,100.0
588,4.7e-05,0.279,0.939,6.6e-05,10.01,78.3,98.3,100.0,100.0
589,4.7e-05,0.321,0.908,6.4e-05,9.66,80.0,98.3,100.0,100.0
590,4.7e-05,0.29,0.905,6.8e-05,9.21,78.3,98.3,100.0,100.0
591,4.6e-05,0.26,1.008,6.7e-05,10.52,78.3,96.7,100.0,100.0
592,4.6e-05,0.264,0.789,6.7e-05,9.02,85.0,98.3,100.0,100.0
593,4.6e-05,0.261,0.865,6.4e-05,9.58,81.7,98.3,100.0,100.0
594,4.5e-05,0.271,0.899,6.5e-05,9.34,78.3,98.3,100.0,100.0
595,4.7e-05,0.398,1.145,6.6e-05,11.16,71.7,98.3,100.0,100.0
596,4.5e-05,0.257,0.912,6.8e-05,11.04,71.7,98.3,100.0,100.0
597,4.5e-05,0.278,0.998,6.5e-05,9.59,80.0,98.3,100.0,100.0
598,4.5e-05,0.288,0.993,6.6e-05,10.51,75.0,98.3,100.0,100.0
599,4.5e-05,0.256,0.856,6.7e-05,10.41,76.7,98.3,100.0,100.0
600,4.5e-05,0.314,1.044,6.7e-05,10.08,78.3,98.3,100.0,100.0
601,4.4e-05,0.263,0.949,6.9e-05,10.57,73.3,98.3,100.0,100.0
602,4.4e-05,0.268,0.827,6.4e-05,8.68,81.7,100.0,100.0,100.0
603,4.3e-05,0.261,0.994,6e-05,9.63,83.3,98.3,100.0,100.0
604,4.5e-05,0.285,0.955,6.3e-05,9.74,78.3,100.0,100.0,100.0
605,4.6e-05,0.62,0.931,6.2e-05,10.05,80.0,98.3,100.0,100.0
606,4.3e-05,0.283,0.83,6.5e-05,11.16,75.0,98.3,100.0,100.0
607,4.3e-05,0.257,0.87,6.4e-05,9.2,83.3,98.3,100.0,100.0
608,4.3e-05,0.337,0.99,6.6e-05,11.48,71.7,98.3,100.0,100.0
609,4.2e-05,0.333,1.038,6.1e-05,10.38,73.3,98.3,100.0,100.0
610,4.3e-05,0.257,1.066,6.5e-05,10.96,73.3,98.3,100.0,100.0
611,4.3e-05,0.274,3.302,9.4e-05,381.76,61.7,95.0,98.3,98.3
612,4.4e-05,0.332,0.863,6.5e-05,9.9,76.7,100.0,100.0,100.0
613,4.2e-05,0.352,0.887,5.8e-05,8.13,81.7,98.3,100.0,100.0
614,4.4e-05,0.359,0.823,6.5e-05,10.53,73.3,100.0,100.0,100.0
615,4.4e-05,0.347,0.959,6.3e-05,10.61,76.7,98.3,100.0,100.0
616,4.4e-05,0.325,1.169,7.7e-05,14.64,66.7,96.7,100.0,100.0
617,4.4e-05,0.27,1.154,8e-05,12.34,73.3,98.3,100.0,100.0
618,4.3e-05,0.33,0.987,6.6e-05,10.22,76.7,98.3,100.0,100.0
619,4.1e-05,0.308,1.19,6.1e-05,10.84,66.7,100.0,100.0,100.0
620,4.1e-05,0.28,1.074,6e-05,9.9,73.3,98.3,100.0,100.0
621,4e-05,0.308,1.026,6.4e-05,11.22,68.3,98.3,100.0,100.0
622,4.1e-05,0.348,1.093,6.4e-05,12.38,65.0,98.3,100.0,100.0
623,4e-05,0.311,0.925,6.6e-05,12.72,70.0,98.3,100.0,100.0
624,4e-05,0.268,0.861,5.9e-05,9.3,78.3,98.3,100.0,100.0
625,3.9e-05,0.25,0.948,6.8e-05,10.4,78.3,98.3,100.0,100.0
626,3.9e-05,0.295,0.63,6.1e-05,9.1,81.7,98.3,100.0,100.0
627,3.9e-05,0.317,0.886,6.2e-05,10.35,76.7,98.3,100.0,100.0
628,3.8e-05,0.312,0.795,5.7e-05,9.75,78.3,98.3,100.0,100.0
629,3.7e-05,0.319,0.912,5.8e-05,9.05,85.0,98.3,100.0,100.0
630,3.8e-05,0.276,0.958,6.1e-05,11.89,68.3,98.3,100.0,100.0
631,3.7e-05,0.321,1.09,5.6e-05,9.96,75.0,98.3,100.0,100.0
632,3.7e-05,0.192,1.091,5.8e-05,10.31,75.0,98.3,100.0,100.0
633,3.7e-05,0.309,0.881,5.8e-05,9.67,76.7,98.3,100.0,100.0
634,3.7e-05,0.266,1.041,5.4e-05,8.92,81.7,98.3,100.0,100.0
635,3.6e-05,0.261,1.051,5.6e-05,9.29,81.7,98.3,100.0,100.0
636,3.7e-05,0.284,0.868,5.5e-05,8.29,85.0,98.3,100.0,100.0
637,3.6e-05,0.255,0.942,5.5e-05,8.32,86.7,98.3,100.0,100.0
638,3.7e-05,0.317,1.15,5.9e-05,9.43,80.0,98.3,100.0,100.0
639,3.9e-05,0.273,12.76,0.000275,9679.91,46.7,75.0,83.3,83.3
640,4.1e-05,0.318,1.224,0.000105,11.93,71.7,96.7,100.0,100.0
641,3.9e-05,0.371,0.785,8.9e-05,14.76,70.0,96.7,100.0,100.0
642,3.8e-05,0.34,0.887,7.1e-05,12.51,75.0,98.3,100.0,100.0
643,3.7e-05,0.284,0.836,5.9e-05,10.19,78.3,98.3,100.0,100.0
644,3.6e-05,0.368,0.699,5.9e-05,10.38,80.0,98.3,100.0,100.0
645,3.5e-05,0.287,1.054,5.7e-05,10.77,78.3,96.7,100.0,100.0
646,3.6e-05,0.297,0.637,6.2e-05,11.09,71.7,100.0,100.0,100.0
647,3.7e-05,0.717,0.783,5.2e-05,8.76,85.0,100.0,100.0,100.0
648,3.5e-05,0.276,0.732,5.7e-05,10.0,78.3,98.3,100.0,100.0
649,3.6e-05,0.298,0.741,5.4e-05,8.92,85.0,100.0,100.0,100.0
650,3.5e-05,0.278,0.806,5.6e-05,9.59,80.0,100.0,100.0,100.0
651,3.5e-05,0.31,0.964,5.6e-05,10.43,73.3,98.3,100.0,100.0
652,3.4e-05,0.323,0.854,5.4e-05,8.34,88.3,98.3,100.0,100.0
653,3.4e-05,0.286,0.94,5.4e-05,9.72,83.3,100.0,100.0,100.0
654,3.4e-05,0.286,1.149,5.3e-05,10.6,81.7,98.3,100.0,100.0
655,3.3e-05,0.306,1.012,5.3e-05,10.76,76.7,100.0,100.0,100.0
656,3.3e-05,0.287,0.909,5.1e-05,9.92,81.7,100.0,100.0,100.0
657,3.2e-05,0.272,1.213,4.9e-05,10.17,75.0,100.0,100.0,100.0
658,3.2e-05,0.259,1.011,5e-05,9.99,76.7,100.0,100.0,100.0
659,3.2e-05,0.244,0.907,4.8e-05,9.89,78.3,100.0,100.0,100.0
660,3.3e-05,0.273,0.939,5e-05,9.64,78.3,100.0,100.0,100.0
661,3.1e-05,0.244,0.952,5.2e-05,10.67,76.7,98.3,100.0,100.0
662,3.2e-05,0.263,0.878,5e-05,9.39,81.7,100.0,100.0,100.0
663,3.1e-05,0.246,1.021,4.9e-05,9.01,81.7,98.3,100.0,100.0
664,3.1e-05,0.223,0.824,4.9e-05,9.71,83.3,98.3,100.0,100.0
665,3.1e-05,0.228,0.922,4.9e-05,9.55,80.0,100.0,100.0,100.0
666,3.1e-05,0.298,0.821,4.8e-05,9.32,81.7,100.0,100.0,100.0
667,3.1e-05,0.233,0.955,4.6e-05,9.34,81.7,100.0,100.0,100.0
668,3e-05,0.234,0.768,4.7e-05,9.13,81.7,100.0,100.0,100.0
669,3e-05,0.233,0.7,4.6e-05,8.65,86.7,100.0,100.0,100.0
670,3e-05,0.246,0.755,4.6e-05,9.17,81.7,100.0,100.0,100.0
671,3e-05,0.3,0.73,4.9e-05,10.34,78.3,98.3,100.0,100.0
