epoch,train_loss,ang_train,ang_val,val_loss,val_mse,PCK@0.005,PCK@0.01,PCK@0.02,PCK@0.05
81,0.013808,47.153,9.958,0.013481,356180.09,0.0,0.0,0.0,0.0
82,0.013395,46.34,10.185,0.013154,312403.12,0.0,0.0,0.0,0.0
83,0.013038,45.523,9.958,0.012843,356180.09,0.0,0.0,0.0,0.0
84,0.012649,44.358,9.958,0.012393,356180.09,0.0,0.0,0.0,0.0
85,0.012283,57.84,9.958,0.012098,356180.09,0.0,0.0,0.0,0.0
86,0.011951,52.374,9.958,0.011676,356180.09,0.0,0.0,0.0,0.0
87,0.011627,61.687,9.958,0.011351,356180.09,0.0,0.0,0.0,0.0
88,0.011296,65.577,9.958,0.011033,356180.09,0.0,0.0,0.0,0.0
89,0.011001,56.746,9.92,0.010764,321088.5,0.0,0.0,0.0,0.0
90,0.010699,57.186,19.589,0.010469,318273.84,0.0,0.0,0.0,0.0
91,0.010405,60.404,26.058,0.010278,352694.56,0.0,0.0,0.0,0.0
92,0.010126,56.278,21.558,0.009871,407438.78,0.0,0.0,0.0,0.0
93,0.009879,45.242,21.558,0.009797,420786.03,0.0,0.0,0.0,0.0
94,0.009618,38.193,21.558,0.0095,423355.09,0.0,0.0,0.0,0.0
95,0.009353,43.839,21.558,0.009297,420988.12,0.0,0.0,0.0,0.0
96,0.009101,41.443,21.558,0.008775,429734.84,0.0,0.0,0.0,0.0
97,0.008862,44.227,37.41,0.008761,411020.62,0.0,0.0,0.0,0.0
98,0.00864,35.435,38.916,0.008823,243793.42,0.0,0.0,0.0,1.7
99,0.008441,35.714,23.403,0.008307,229095.81,0.0,0.0,0.0,0.0
100,0.008229,30.748,34.471,0.008044,269501.66,0.0,0.0,0.0,0.0
101,0.008021,23.096,19.943,0.007753,382877.12,0.0,0.0,0.0,0.0
102,0.007856,33.754,17.15,0.007525,316938.16,0.0,0.0,0.0,0.0
103,0.007666,24.212,38.547,0.00753,258359.53,0.0,0.0,0.0,0.0
104,0.007482,32.092,28.614,0.007262,323017.03,0.0,0.0,0.0,0.0
105,0.007316,23.282,19.769,0.007225,286260.94,0.0,0.0,1.7,1.7
106,0.007141,30.178,22.523,0.00692,395122.09,0.0,0.0,1.7,1.7
107,0.006995,27.502,26.103,0.00686,323786.16,0.0,0.0,3.3,3.3
108,0.006839,23.353,23.434,0.006614,375786.47,0.0,0.0,0.0,0.0
109,0.006703,43.092,21.706,0.006515,272042.69,0.0,0.0,0.0,0.0
110,0.006565,23.182,30.578,0.006403,253944.02,0.0,0.0,0.0,0.0
111,0.006421,26.649,26.874,0.006278,259733.3,0.0,0.0,0.0,0.0
112,0.006287,26.423,10.387,0.006311,152671.2,0.0,0.0,1.7,6.7
113,0.006154,18.358,42.985,0.006154,145929.58,0.0,0.0,1.7,6.7
114,0.006027,21.437,50.726,0.005937,162543.03,0.0,1.7,6.7,10.0
115,0.00592,19.012,49.652,0.006095,96559.68,1.7,3.3,5.0,8.3
116,0.005792,24.222,9.659,0.005885,104488.47,0.0,1.7,3.3,8.3
117,0.005681,16.912,29.367,0.005523,263388.09,0.0,1.7,1.7,1.7
118,0.005575,17.8,42.626,0.005505,151147.67,0.0,1.7,3.3,6.7
119,0.00547,23.459,38.699,0.005401,150865.86,0.0,0.0,3.3,6.7
120,0.005368,14.936,18.785,0.005317,102279.0,0.0,1.7,6.7,10.0
121,0.005268,21.204,30.979,0.005229,91932.2,0.0,1.7,10.0,13.3
122,0.005179,28.509,30.698,0.005005,348664.06,0.0,0.0,0.0,0.0
123,0.005091,19.498,33.906,0.004954,261588.53,0.0,0.0,3.3,8.3
124,0.004991,18.867,27.148,0.004894,202757.91,0.0,1.7,6.7,8.3
125,0.004905,17.252,26.439,0.004759,385582.38,0.0,0.0,3.3,3.3
126,0.004822,21.548,24.193,0.004726,237390.47,0.0,0.0,1.7,1.7
127,0.004739,20.905,22.849,0.004596,235422.08,0.0,1.7,1.7,1.7
128,0.004652,20.894,29.378,0.004522,300795.5,0.0,0.0,0.0,0.0
129,0.004576,22.696,33.907,0.004494,111202.78,1.7,5.0,6.7,10.0
130,0.004506,14.981,37.432,0.004412,226362.44,0.0,3.3,3.3,3.3
131,0.004432,13.701,21.93,0.004326,190054.16,0.0,3.3,3.3,3.3
132,0.004358,17.938,19.423,0.004271,129349.05,1.7,6.7,8.3,10.0
133,0.004285,12.216,8.804,0.004223,96569.75,1.7,6.7,8.3,11.7
134,0.004215,10.496,26.273,0.004171,94706.84,1.7,6.7,10.0,13.3
135,0.004151,10.368,9.613,0.004073,98560.28,1.7,3.3,8.3,11.7
136,0.004089,9.453,53.384,0.004017,91894.88,1.7,6.7,11.7,13.3
137,0.004025,8.067,21.748,0.003932,98757.7,1.7,6.7,8.3,10.0
138,0.003965,7.345,9.521,0.003909,118445.35,1.7,6.7,10.0,10.0
139,0.00391,13.116,24.831,0.0039,123774.27,0.0,3.3,8.3,8.3
140,0.00385,13.749,42.058,0.003825,100014.29,1.7,3.3,8.3,10.0
141,0.003792,11.49,44.924,0.003792,100448.38,1.7,3.3,5.0,6.7
142,0.003742,12.616,42.772,0.003682,116129.61,0.0,5.0,6.7,11.7
143,0.003685,9.261,20.627,0.003661,101819.4,1.7,5.0,8.3,11.7
144,0.003636,8.325,39.1,0.003609,108004.78,0.0,5.0,5.0,8.3
145,0.003586,10.359,70.056,0.003594,98160.27,0.0,3.3,8.3,8.3
146,0.003542,10.994,33.188,0.003431,128779.57,0.0,5.0,8.3,10.0
147,0.003491,7.629,25.535,0.003424,104160.77,0.0,8.3,10.0,11.7
148,0.003441,10.298,21.026,0.003381,136735.55,6.7,6.7,10.0,10.0
149,0.003395,8.607,10.367,0.003395,112532.82,1.7,1.7,5.0,6.7
150,0.003354,8.411,15.157,0.003329,120462.95,1.7,1.7,8.3,8.3
151,0.003303,8.199,41.309,0.00323,88981.68,3.3,5.0,10.0,11.7
152,0.003259,7.69,27.67,0.003185,121718.2,3.3,6.7,8.3,10.0
153,0.003215,8.181,38.313,0.003166,73712.61,5.0,10.0,10.0,15.0
154,0.003175,8.426,57.07,0.003123,90033.62,0.0,5.0,13.3,16.7
155,0.003131,7.389,47.216,0.003072,90037.3,0.0,5.0,10.0,13.3
156,0.003094,8.508,27.347,0.003046,64173.94,3.3,6.7,11.7,13.3
157,0.003057,9.601,38.563,0.003028,67797.97,0.0,1.7,13.3,16.7
158,0.003018,8.124,23.496,0.002948,164888.78,1.7,3.3,10.0,11.7
159,0.002978,8.336,78.966,0.002938,86742.91,0.0,1.7,11.7,15.0
160,0.002947,13.205,25.106,0.00288,97270.55,0.0,3.3,10.0,13.3
161,0.002908,10.164,35.801,0.00287,108484.37,6.7,8.3,11.7,13.3
162,0.002875,10.009,37.815,0.002835,99880.39,5.0,5.0,10.0,11.7
163,0.00284,7.32,17.454,0.002812,110740.15,0.0,1.7,6.7,8.3
164,0.002808,8.56,31.349,0.002782,106068.38,6.7,8.3,10.0,11.7
165,0.002778,11.532,29.579,0.002751,106507.33,1.7,3.3,8.3,10.0
166,0.002745,12.312,28.84,0.00273,94023.08,6.7,10.0,13.3,15.0
167,0.002712,11.686,21.772,0.0027,96595.34,6.7,11.7,16.7,16.7
168,0.002683,16.9,40.933,0.002668,91725.77,3.3,8.3,15.0,16.7
169,0.002652,15.082,44.462,0.002618,93451.45,0.0,3.3,13.3,18.3
170,0.002623,15.525,19.922,0.002603,99264.73,1.7,1.7,8.3,10.0
171,0.002591,15.034,44.306,0.002565,110037.3,1.7,5.0,8.3,10.0
172,0.002565,13.628,40.253,0.002532,91980.59,1.7,6.7,16.7,16.7
173,0.002541,15.391,13.026,0.002516,98412.57,5.0,5.0,15.0,15.0
174,0.002512,20.746,46.08,0.002499,107010.85,0.0,1.7,11.7,13.3
175,0.002484,21.158,43.609,0.002452,80456.05,0.0,1.7,15.0,15.0
176,0.002457,22.809,26.823,0.00244,77197.65,1.7,8.3,18.3,18.3
177,0.002432,27.476,17.96,0.002433,103159.1,3.3,5.0,15.0,15.0
178,0.00241,29.094,44.16,0.002432,104076.75,3.3,5.0,10.0,10.0
179,0.002387,24.285,17.748,0.002358,81293.34,5.0,11.7,16.7,16.7
180,0.002364,37.326,38.112,0.002344,78177.51,6.7,11.7,21.7,21.7
181,0.002339,26.398,14.665,0.00234,103823.66,10.0,11.7,16.7,16.7
182,0.002316,31.03,24.092,0.002283,103680.95,5.0,8.3,16.7,18.3
183,0.002293,41.406,39.158,0.002285,60630.75,11.7,20.0,28.3,28.3
184,0.002278,36.199,19.173,0.002251,116450.88,3.3,10.0,13.3,15.0
185,0.002262,20.616,23.592,0.002233,88205.32,8.3,13.3,20.0,26.7
186,0.002232,37.735,43.019,0.002233,71740.8,3.3,11.7,16.7,18.3
187,0.002207,51.207,52.053,0.002184,60600.77,6.7,16.7,23.3,23.3
188,0.002184,50.469,65.806,0.002154,60038.63,5.0,15.0,21.7,21.7
189,0.002164,45.046,53.611,0.002137,69328.14,5.0,13.3,21.7,23.3
190,0.002143,53.951,24.808,0.002105,62094.26,1.7,13.3,18.3,18.3
191,0.002119,59.143,80.171,0.002105,57113.62,6.7,15.0,23.3,25.0
192,0.002099,55.52,50.967,0.002079,64128.12,6.7,16.7,26.7,26.7
193,0.002079,79.159,49.145,0.002062,53970.26,6.7,15.0,23.3,25.0
194,0.002058,66.63,19.925,0.002024,54316.65,8.3,15.0,21.7,23.3
195,0.00204,70.07,33.889,0.002013,54619.52,0.0,6.7,18.3,20.0
196,0.002019,63.35,45.197,0.00201,59136.88,3.3,6.7,13.3,18.3
197,0.002001,54.785,35.238,0.001992,53778.02,5.0,8.3,18.3,23.3
198,0.001979,58.657,64.194,0.001958,51722.9,0.0,5.0,15.0,18.3
199,0.001961,52.386,48.481,0.001938,50146.82,0.0,5.0,16.7,18.3
200,0.001945,55.563,53.737,0.001926,48936.04,0.0,3.3,13.3,18.3
201,0.001927,61.538,42.634,0.001909,50866.36,0.0,5.0,15.0,18.3
202,0.001909,36.673,72.157,0.001892,54397.82,3.3,6.7,20.0,21.7
203,0.001891,39.075,40.355,0.001876,54700.42,3.3,8.3,18.3,18.3
204,0.001874,38.243,56.856,0.001848,61604.58,1.7,6.7,16.7,18.3
205,0.001858,42.725,38.494,0.001843,64011.07,1.7,8.3,18.3,18.3
206,0.00184,45.915,21.385,0.001826,61320.95,3.3,11.7,21.7,21.7
207,0.001824,57.571,27.683,0.001816,73138.11,5.0,11.7,21.7,23.3
208,0.00181,48.496,41.525,0.0018,64229.42,5.0,8.3,23.3,25.0
209,0.001795,49.467,32.399,0.001793,72369.43,3.3,8.3,20.0,20.0
210,0.001779,30.62,43.834,0.001767,80352.11,8.3,15.0,28.3,28.3
211,0.001765,31.716,77.453,0.001763,72376.57,3.3,8.3,20.0,25.0
212,0.001751,23.185,47.375,0.001757,70416.04,5.0,8.3,18.3,23.3
213,0.001733,26.474,62.898,0.001718,58694.06,8.3,13.3,23.3,26.7
214,0.00172,25.22,55.035,0.00171,66761.07,5.0,10.0,25.0,26.7
215,0.001705,27.586,39.864,0.001671,50080.25,5.0,18.3,35.0,35.0
216,0.00169,21.686,48.04,0.001661,63964.43,8.3,16.7,30.0,33.3
217,0.00168,39.055,51.225,0.001671,70125.48,10.0,20.0,30.0,30.0
218,0.001664,36.583,49.915,0.001635,65377.07,8.3,20.0,28.3,28.3
219,0.001649,43.483,61.837,0.001643,57105.07,10.0,25.0,31.7,33.3
220,0.001637,45.377,54.625,0.001614,59881.0,10.0,26.7,35.0,36.7
221,0.001624,50.876,77.307,0.001613,56773.68,10.0,20.0,31.7,31.7
222,0.001611,38.307,38.891,0.001603,70615.2,5.0,18.3,30.0,30.0
223,0.001599,47.062,53.743,0.001597,66184.51,10.0,25.0,35.0,40.0
224,0.001587,52.606,65.505,0.001578,57411.67,10.0,25.0,31.7,31.7
225,0.001574,52.635,56.45,0.001566,56816.25,10.0,21.7,30.0,30.0
226,0.001563,39.462,85.669,0.001554,52011.13,5.0,18.3,33.3,33.3
227,0.001551,38.925,34.063,0.00155,46287.12,10.0,23.3,36.7,36.7
228,0.00154,53.986,53.531,0.001514,45956.57,6.7,26.7,38.3,38.3
229,0.001527,44.353,66.508,0.001525,46718.19,6.7,23.3,38.3,38.3
230,0.001514,39.233,64.306,0.001511,54707.2,6.7,21.7,33.3,33.3
231,0.001501,49.729,63.221,0.001486,45578.82,5.0,25.0,40.0,40.0
232,0.001491,51.894,76.619,0.001474,46191.7,5.0,23.3,38.3,40.0
233,0.001484,49.693,61.587,0.001476,56929.74,5.0,26.7,40.0,43.3
234,0.001469,59.16,38.979,0.001462,63160.37,1.7,13.3,35.0,35.0
235,0.001456,50.454,35.257,0.001449,61123.39,3.3,21.7,38.3,40.0
236,0.00145,44.238,29.643,0.001443,59416.63,3.3,25.0,38.3,38.3
237,0.001434,52.123,20.215,0.00143,48684.6,6.7,25.0,38.3,40.0
238,0.001426,47.479,40.871,0.00146,60862.77,6.7,25.0,36.7,40.0
239,0.001411,41.865,37.325,0.001422,60349.76,3.3,23.3,33.3,33.3
240,0.001399,47.085,52.417,0.001406,54604.31,1.7,28.3,46.7,51.7
241,0.001387,42.813,47.554,0.001382,44284.08,1.7,30.0,51.7,53.3
242,0.001376,44.577,40.583,0.001366,45514.57,3.3,31.7,56.7,60.0
243,0.001363,45.648,34.956,0.001376,72596.28,5.0,35.0,51.7,53.3
244,0.001355,42.19,33.573,0.001361,72553.73,1.7,20.0,40.0,43.3
245,0.001337,38.428,26.291,0.001338,55285.01,8.3,33.3,55.0,56.7
246,0.001326,39.577,42.94,0.001319,49986.43,8.3,38.3,56.7,61.7
247,0.001308,28.981,39.909,0.001298,41808.45,11.7,35.0,60.0,61.7
248,0.001295,22.857,41.572,0.001305,49324.06,8.3,38.3,58.3,60.0
249,0.00128,29.578,34.23,0.001299,59198.13,13.3,31.7,50.0,51.7
250,0.001264,28.074,48.698,0.001266,60896.18,11.7,30.0,51.7,56.7
251,0.00125,27.065,52.018,0.00127,45820.23,8.3,35.0,53.3,60.0
252,0.001234,32.956,33.947,0.001243,44750.52,15.0,43.3,60.0,65.0
253,0.001219,32.741,38.719,0.001227,43584.79,15.0,41.7,66.7,68.3
254,0.001214,39.037,22.595,0.001255,54567.32,15.0,45.0,61.7,63.3
255,0.001197,43.696,43.439,0.00122,44867.87,15.0,40.0,63.3,65.0
256,0.001184,47.85,34.472,0.001261,37151.27,20.0,46.7,66.7,68.3
257,0.001174,44.697,46.69,0.001194,36327.88,16.7,43.3,71.7,71.7
258,0.001158,42.054,41.352,0.001177,29585.62,11.7,50.0,71.7,73.3
259,0.001151,42.327,52.013,0.001187,31837.08,20.0,51.7,73.3,73.3
260,0.001134,43.527,34.872,0.00115,29303.68,21.7,53.3,76.7,76.7
261,0.001121,43.128,34.533,0.001226,36034.02,18.3,51.7,71.7,71.7
262,0.001115,41.206,41.858,0.001143,28055.51,16.7,50.0,73.3,73.3
263,0.001096,40.721,34.943,0.001116,12863.83,16.7,51.7,78.3,80.0
264,0.001091,40.136,33.218,0.001128,17256.59,21.7,65.0,80.0,80.0
265,0.001072,40.888,35.624,0.001079,13923.91,25.0,68.3,80.0,80.0
266,0.001062,40.018,30.81,0.001083,16719.79,18.3,56.7,71.7,71.7
267,0.001047,38.793,37.099,0.001063,20664.73,31.7,71.7,78.3,78.3
268,0.001039,36.507,44.745,0.001047,15816.06,30.0,71.7,80.0,80.0
269,0.001026,39.182,34.74,0.001082,18686.43,31.7,61.7,71.7,73.3
270,0.001018,37.728,35.902,0.001043,15830.81,23.3,63.3,76.7,76.7
271,0.001008,38.298,26.944,0.001038,17476.94,30.0,66.7,76.7,76.7
272,0.000998,36.461,45.859,0.00102,18857.62,35.0,68.3,78.3,78.3
273,0.000988,37.531,27.682,0.00102,18213.74,23.3,65.0,78.3,78.3
274,0.000978,35.264,42.904,0.001008,14408.71,33.3,70.0,81.7,81.7
275,0.00097,34.986,29.94,0.000987,19273.55,30.0,63.3,76.7,76.7
276,0.000958,32.326,35.566,0.000986,14946.23,26.7,58.3,78.3,78.3
277,0.000947,32.935,37.361,0.000974,12411.07,25.0,61.7,80.0,81.7
278,0.000936,30.575,29.643,0.000967,21414.96,35.0,71.7,76.7,76.7
279,0.00093,30.06,35.238,0.000972,11372.99,26.7,65.0,81.7,83.3
280,0.00092,30.401,42.523,0.000963,20518.54,35.0,66.7,78.3,78.3
281,0.00091,31.201,35.48,0.000936,13661.4,25.0,66.7,83.3,83.3
282,0.000902,28.691,35.271,0.000912,13825.6,30.0,73.3,83.3,83.3
283,0.000893,27.977,32.005,0.000904,16708.57,31.7,78.3,85.0,85.0
284,0.000882,27.866,28.753,0.000914,21423.59,30.0,71.7,80.0,80.0
285,0.000871,25.762,33.897,0.000882,14606.19,38.3,75.0,86.7,86.7
286,0.000862,23.85,33.832,0.000877,13497.06,38.3,75.0,86.7,86.7
287,0.000853,23.762,34.145,0.00087,13369.41,50.0,78.3,88.3,88.3
288,0.000844,20.35,35.344,0.000881,17440.44,41.7,76.7,83.3,83.3
289,0.000833,14.76,39.362,0.000892,16147.1,25.0,73.3,81.7,81.7
290,0.000821,11.581,35.592,0.000837,17356.33,36.7,70.0,83.3,83.3
291,0.000806,9.798,29.231,0.000829,12626.17,41.7,83.3,88.3,88.3
292,0.000794,6.792,16.142,0.000824,5458.25,46.7,85.0,93.3,95.0
293,0.000788,5.111,4.108,0.000821,3421.52,48.3,86.7,95.0,95.0
294,0.000774,2.904,7.048,0.000798,5998.96,38.3,76.7,91.7,91.7
295,0.000763,2.472,7.112,0.000787,4427.33,50.0,83.3,93.3,93.3
296,0.000751,1.866,5.934,0.000784,3604.84,53.3,85.0,93.3,93.3
297,0.00074,1.65,1.04,0.000761,1055.09,45.0,90.0,98.3,98.3
298,0.00073,1.673,4.975,0.000753,3766.71,51.7,88.3,95.0,95.0
299,0.00072,1.391,2.59,0.000742,2233.45,38.3,86.7,96.7,96.7
300,0.000713,1.393,1.357,0.000751,35.1,33.3,83.3,100.0,100.0
301,0.000704,1.268,3.948,0.00073,1051.17,48.3,90.0,98.3,98.3
302,0.000696,1.074,1.123,0.000709,29.53,36.7,83.3,100.0,100.0
303,0.000687,0.826,0.931,0.000737,29.94,45.0,88.3,98.3,100.0
304,0.000676,0.745,3.446,0.00072,1056.07,40.0,86.7,98.3,98.3
305,0.000663,0.645,1.137,0.000699,27.43,40.0,90.0,100.0,100.0
306,0.000651,0.834,1.063,0.000712,36.95,35.0,80.0,100.0,100.0
307,0.000638,0.782,13.211,0.00069,5292.94,45.0,80.0,93.3,93.3
308,0.00062,1.662,0.934,0.000653,27.15,46.7,90.0,100.0,100.0
309,0.000603,0.639,0.926,0.000663,25.21,45.0,90.0,100.0,100.0
310,0.000587,0.543,0.81,0.000624,21.6,50.0,95.0,100.0,100.0
311,0.000572,0.604,0.795,0.000603,17.66,51.7,100.0,100.0,100.0
312,0.00056,0.603,1.176,0.000628,32.92,45.0,81.7,100.0,100.0
313,0.000547,0.66,0.771,0.000614,29.09,41.7,86.7,100.0,100.0
314,0.000533,0.597,0.706,0.000577,16.83,56.7,98.3,100.0,100.0
315,0.000523,0.521,0.979,0.000555,21.19,45.0,93.3,100.0,100.0
316,0.000509,0.498,0.742,0.000542,22.48,38.3,95.0,100.0,100.0
317,0.000504,0.575,0.671,0.000578,22.38,50.0,91.7,100.0,100.0
318,0.00049,0.569,1.094,0.000542,22.94,45.0,91.7,100.0,100.0
319,0.000482,0.556,1.27,0.000529,27.04,41.7,88.3,100.0,100.0
320,0.000478,0.618,0.777,0.00052,21.8,41.7,95.0,100.0,100.0
321,0.000468,0.446,0.836,0.000515,19.41,50.0,93.3,100.0,100.0
322,0.000465,0.622,4.962,0.000599,1749.78,31.7,76.7,98.3,98.3
323,0.00046,0.649,5.889,0.000554,1010.63,45.0,88.3,98.3,98.3
324,0.000453,0.502,1.041,0.000524,29.08,31.7,90.0,100.0,100.0
325,0.000449,0.509,1.03,0.000474,21.1,55.0,90.0,100.0,100.0
326,0.000439,0.468,0.977,0.000475,19.86,55.0,90.0,100.0,100.0
327,0.000434,0.478,0.915,0.000467,16.77,56.7,95.0,100.0,100.0
328,0.000431,0.499,1.518,0.000524,38.63,33.3,86.7,96.7,100.0
329,0.000424,0.486,1.093,0.000491,20.52,51.7,95.0,100.0,100.0
330,0.000421,0.482,1.232,0.000458,20.0,46.7,91.7,100.0,100.0
331,0.000419,0.809,6.078,0.000551,715.14,38.3,83.3,96.7,96.7
332,0.000415,0.966,1.131,0.000457,19.67,56.7,91.7,100.0,100.0
333,0.00041,0.48,0.945,0.000453,18.64,48.3,95.0,100.0,100.0
334,0.000403,0.465,0.62,0.000435,20.05,53.3,93.3,100.0,100.0
335,0.000409,0.446,0.956,0.000513,25.47,45.0,90.0,100.0,100.0
336,0.000398,0.478,1.131,0.000448,19.21,51.7,96.7,100.0,100.0
337,0.000394,0.524,0.854,0.000456,16.04,50.0,96.7,100.0,100.0
338,0.000388,0.444,1.117,0.000436,21.13,43.3,93.3,100.0,100.0
339,0.000385,0.497,6.372,0.000468,914.33,56.7,86.7,96.7,98.3
